fechacreacion;numeroincidente;duraciondias;idservicio;idtipodeservicio;identorno;idprioridad;idestado
2020-02-27;INC002000006378;11.6081;129;1;2;4;10
2020-02-27;INC002000006379;6.2174;15;2;1;1;11
2020-02-27;INC002000006381;7.58742;47;1;2;1;9
2020-02-27;INC002000006382;15.0716;15;2;1;4;11
2020-02-27;INC002000006383;11.5844;129;1;2;1;9
2020-02-27;INC002000006384;15.5815;29;1;1;4;11
2020-02-27;INC002000006385;14.5779;72;1;2;4;9
2020-02-27;INC002000006386;13.5717;129;1;2;4;10
2020-02-27;INC002000006387;11.5702;154;1;2;1;10
2020-02-27;INC002000006388;20.5488;63;2;2;4;10
2020-02-27;INC002000006389;11.5423;162;2;2;4;9
2020-02-27;INC002000006390;7.54127;175;1;2;4;10
2020-02-27;INC002000006392;13.5245;175;2;2;4;9
2020-02-27;INC002000006393;27.5237;154;1;2;4;9
2020-02-27;INC002000006394;7.52354;18;1;2;4;9
2020-02-27;INC002000006395;14.508;175;2;2;2;9
2020-02-27;INC002000006396;8.50367;146;1;2;1;9
2020-02-27;INC002000006397;8.50005;146;1;2;1;9
2020-02-27;INC002000006398;8.49759;47;2;1;1;11
2020-02-27;INC002000006399;21.493;68;1;2;4;9
2020-02-27;INC002000006400;11.4915;27;1;2;4;10
2020-02-27;INC002000006401;11.4895;27;1;2;4;10
2020-02-27;INC002000006402;13.4889;47;2;2;1;10
2020-02-27;INC002000006403;7.48847;146;1;2;4;9
2020-02-27;INC002000006404;6.08594;15;2;1;1;11
2020-02-27;INC002000006405;14.4801;175;2;2;2;9
2020-02-27;INC002000006406;8.47451;59;1;2;2;9
2020-02-27;INC002000006407;26.4679;80;1;2;4;10
2020-02-27;INC002000006408;8.46038;151;1;1;4;11
2020-02-27;INC002000006409;21.4574;68;2;2;1;10
2020-02-27;INC002000006410;19.4485;129;1;2;4;10
2020-02-27;INC002000006411;55.4866;124;1;2;4;10
2020-02-27;INC002000006412;7.44353;175;1;2;4;9
2020-02-27;INC002000006413;14.4357;175;1;2;4;9
2020-02-27;INC002000006414;12.4355;63;2;2;1;10
2020-02-27;INC002000006415;8.43529;144;2;2;4;10
2020-02-27;INC002000006416;25.4325;72;1;2;4;9
2020-02-27;INC002000006417;13.4322;157;1;2;1;10
2020-02-27;INC002000006418;14.4322;47;2;2;1;10
2020-02-27;INC002000006419;15.4267;68;2;2;1;10
2020-02-27;INC002000006420;12.4241;47;2;2;4;10
2020-02-27;INC002000006421;11.4183;115;1;2;1;10
2020-02-27;INC002000006422;12.4165;175;1;2;4;10
2020-02-27;INC002000006423;8.41225;175;2;2;4;9
2020-02-27;INC002000006424;13.409;159;1;2;4;10
2020-02-27;INC002000006425;15.4019;43;1;2;4;9
2020-02-27;INC002000006426;8.40083;63;2;2;1;10
2020-02-27;INC002000006427;6.00244;15;2;1;1;11
2020-02-27;INC002000006428;8.39419;29;1;2;4;9
2020-02-27;INC002000006429;11.3926;146;2;2;1;10
2020-02-27;INC002000006430;14.3829;47;2;2;4;10
2020-02-27;INC002000006431;7.8417;15;2;1;1;11
2020-02-27;INC002000006432;49.6215;15;2;1;4;11
2020-02-27;INC002000006433;21.3422;39;1;2;1;10
2020-02-27;INC002000006434;21.3105;63;1;2;1;10
2020-02-27;INC002000006435;14.3055;146;2;2;4;10
2020-02-27;INC002000006436;7.28932;25;2;2;4;9
2020-02-27;INC002000006437;138.304;18;2;2;1;10
2020-02-27;INC002000006438;11.2587;39;1;2;1;9
2020-02-27;INC002000006439;89.2992;18;2;2;1;10
2020-02-27;INC002000006440;13.253;47;2;2;1;10
2020-02-27;INC002000006442;14.2075;146;2;2;4;10
2020-02-27;INC002000006443;54.2403;146;2;2;4;10
2020-02-27;INC002000006444;20.1963;47;2;2;4;10
2020-02-27;INC002000006445;13.1955;101;1;2;4;10
2020-02-27;INC002000006446;11.1886;41;2;2;4;9
2020-02-27;INC002000006447;8.13558;146;1;2;4;9
2020-02-28;INC002000006449;8.12435;146;1;2;4;10
2020-02-28;INC002000006450;8.04689;146;1;2;4;10
2020-02-28;INC002000006451;11.9968;146;1;2;1;10
2020-02-28;INC002000006452;7.89267;87;2;2;4;9
2020-02-28;INC002000006453;7.88902;87;2;2;4;9
2020-02-28;INC002000006454;7.8456;108;2;2;4;9
2020-02-28;INC002000006455;53.8744;129;2;2;1;10
2020-02-28;INC002000006456;28.8254;47;1;2;1;10
2020-02-28;INC002000006457;7.78766;151;2;2;4;9
2020-02-28;INC002000006458;11.767;25;2;2;4;10
2020-02-28;INC002000006459;11.7653;175;2;2;4;10
2020-02-28;INC002000006460;26.762;72;1;2;4;9
2020-02-28;INC002000006461;25.7603;175;1;2;2;10
2020-02-28;INC002000006462;13.7576;43;1;2;4;10
2020-02-28;INC002000006463;14.7574;47;2;2;1;10
2020-02-28;INC002000006464;7.75705;14;1;2;4;9
2020-02-28;INC002000006465;7.72446;43;1;2;4;9
2020-02-28;INC002000006467;32.7582;151;1;2;4;10
2020-02-28;INC002000006468;13.713;63;1;2;1;10
2020-02-28;INC002000006470;18.713;175;2;2;2;9
2020-02-28;INC002000006471;7.70951;29;1;2;4;9
2020-02-28;INC002000006472;7.70882;29;2;2;1;10
2020-02-28;INC002000006473;7.70463;29;1;2;4;9
2020-02-28;INC002000006474;12.7038;172;1;2;1;9
2020-02-28;INC002000006475;7.70322;41;1;2;4;9
2020-02-28;INC002000006476;12.6952;129;1;2;4;9
2020-02-28;INC002000006477;39.7344;129;2;2;1;10
2020-02-28;INC002000006478;26.6867;175;1;2;2;10
2020-02-28;INC002000006479;56.7233;27;1;2;4;10
2020-02-28;INC002000006480;31.7228;39;2;2;4;10
2020-02-28;INC002000006481;7.67727;15;1;2;4;9
2020-02-28;INC002000006482;32.7112;151;1;2;4;10
2020-02-28;INC002000006484;10.6619;77;2;2;1;10
2020-02-28;INC002000006485;13.6595;47;1;2;4;11
2020-02-28;INC002000006486;7.65688;175;2;2;2;10
2020-02-28;INC002000006487;12.6564;63;1;2;1;10
2020-02-28;INC002000006488;7.65528;47;1;2;1;9
2020-02-28;INC002000006489;7.65481;39;1;2;1;10
2020-02-28;INC002000006491;27.6484;129;1;2;4;10
2020-02-28;INC002000006492;10.6465;25;2;2;1;10
2020-02-28;INC002000006493;7.63883;91;1;2;4;9
2020-02-28;INC002000006495;10.6297;129;1;2;4;9
2020-02-28;INC002000006496;9.62648;129;1;2;4;9
2020-02-28;INC002000006497;7.61118;39;1;1;1;11
2020-02-28;INC002000006498;18.61;151;1;2;4;10
2020-02-28;INC002000006500;10.6086;77;2;2;4;10
2020-02-28;INC002000006501;32.6501;151;1;2;4;10
2020-02-28;INC002000006503;6.2027;15;2;1;4;11
2020-02-28;INC002000006504;7.58426;175;2;2;2;9
2020-02-28;INC002000006505;11.5839;172;2;2;4;9
2020-02-28;INC002000006506;45.6221;63;1;2;4;10
2020-02-28;INC002000006507;7.57747;164;1;2;4;9
2020-02-28;INC002000006508;13.5746;63;1;2;1;10
2020-02-28;INC002000006509;11.5731;157;1;2;1;10
2020-02-28;INC002000006510;38.6137;23;1;2;4;10
2020-02-28;INC002000006511;11.5702;47;1;2;1;10
2020-02-28;INC002000006512;11.5542;154;1;2;4;10
2020-02-28;INC002000006514;10.5513;101;1;2;4;10
2020-02-28;INC002000006515;10.55;101;1;2;4;10
2020-02-28;INC002000006516;0.010463;109;2;2;4;9
2020-02-28;INC002000006517;19.5463;115;1;2;4;10
2020-02-28;INC002000006518;13.5461;101;1;2;1;10
2020-02-28;INC002000006519;82.584;93;1;2;4;10
2020-02-28;INC002000006520;7.54225;5;1;2;4;9
2020-02-28;INC002000006521;10.5409;43;1;2;1;10
2020-02-28;INC002000006522;53.5811;15;2;2;4;10
2020-02-28;INC002000006523;4.96441;1;1;2;4;9
2020-02-28;INC002000006524;25.5384;115;1;2;4;10
2020-02-28;INC002000006525;10.538;172;1;2;1;10
2020-02-28;INC002000006526;7.53422;146;1;2;4;9
2020-02-28;INC002000006528;2.82468;15;2;1;4;11
2020-02-28;INC002000006529;11.1061;15;2;1;1;11
2020-02-28;INC002000006530;11.5153;151;2;1;1;11
2020-02-28;INC002000006531;27.9642;15;2;1;2;11
2020-02-28;INC002000006532;7.505;175;1;2;4;9
2020-02-28;INC002000006533;48.751;15;2;1;2;11
2020-02-28;INC002000006534;10.4189;129;1;2;4;9
2020-02-28;INC002000006535;12.4158;68;2;2;1;10
2020-02-28;INC002000006536;11.4017;175;2;2;4;9
2020-02-28;INC002000006537;24.3906;15;1;2;4;10
2020-02-28;INC002000006538;10.3837;15;1;2;4;9
2020-02-28;INC002000006539;24.7247;162;2;2;4;10
2020-02-28;INC002000006540;54.4158;47;2;2;1;10
2020-02-28;INC002000006542;10.3003;14;1;2;1;9
2020-02-28;INC002000006544;12.2818;129;1;2;4;9
2020-02-28;INC002000006545;11.2802;47;2;2;1;10
2020-02-28;INC002000006546;11.2614;47;2;2;1;10
2020-02-28;INC002000006547;17.2476;175;1;2;2;9
2020-02-28;INC002000006548;22.2145;101;1;2;1;9
2020-02-28;INC002000006549;11.2012;47;2;2;1;10
2020-02-28;INC002000006551;10.1851;60;1;2;1;10
2020-02-29;INC002000006552;4.40259;87;2;2;4;9
2020-02-29;INC002000006553;9.98051;108;2;2;4;9
2020-02-29;INC002000006554;12.9687;25;2;2;1;10
2020-02-29;INC002000006555;7.82538;129;2;2;1;10
2020-02-29;INC002000006556;10.804;115;2;2;4;9
2020-02-29;INC002000006557;16.7853;168;1;2;4;10
2020-02-29;INC002000006558;9.4677;82;2;2;1;9
2020-02-29;INC002000006559;10.3186;172;1;2;4;10
2020-02-29;INC002000006560;17.3175;25;1;2;4;10
2020-02-29;INC002000006561;1.77191;66;1;2;4;9
2020-03-01;INC002000006562;12.7579;108;2;2;4;9
2020-03-02;INC002000006563;7.81065;25;2;2;4;9
2020-03-02;INC002000006564;7.79911;115;2;2;4;9
2020-03-02;INC002000006565;7.77297;135;1;2;4;9
2020-03-02;INC002000006566;10.7673;80;1;2;2;9
2020-03-02;INC002000006567;7.76638;175;1;2;2;10
2020-03-02;INC002000006568;7.75789;129;2;2;1;10
2020-03-02;INC002000006569;7.75453;14;1;2;4;9
2020-03-02;INC002000006570;54.7861;135;1;2;4;9
2020-03-02;INC002000006571;7.73789;47;1;2;4;9
2020-03-02;INC002000006572;7.73716;47;1;1;4;11
2020-03-02;INC002000006573;11.7303;108;1;2;1;10
2020-03-02;INC002000006574;9.72869;47;2;2;4;10
2020-03-02;INC002000006575;14.7266;129;1;2;4;10
2020-03-02;INC002000006576;10.7263;108;1;2;4;10
2020-03-02;INC002000006577;9.72285;68;2;2;4;10
2020-03-02;INC002000006578;11.7226;47;2;1;2;11
2020-03-02;INC002000006579;14.7189;68;2;2;1;10
2020-03-02;INC002000006580;8.71454;129;1;2;4;9
2020-03-02;INC002000006581;42.7504;161;1;2;2;10
2020-03-02;INC002000006582;8.70825;67;1;2;4;10
2020-03-02;INC002000006583;8.70594;59;1;2;4;9
2020-03-02;INC002000006584;30.7416;29;1;2;4;10
2020-03-02;INC002000006585;14.6977;154;1;2;4;10
2020-03-02;INC002000006586;8.69538;129;1;2;4;9
2020-03-02;INC002000006588;7.69204;129;1;2;4;10
2020-03-02;INC002000006589;8.69059;59;1;2;1;9
2020-03-02;INC002000006590;8.6904;175;1;2;2;9
2020-03-02;INC002000006591;15.6895;175;1;2;2;10
2020-03-02;INC002000006592;15.6884;168;1;2;4;10
2020-03-02;INC002000006593;7.68804;175;2;2;2;9
2020-03-02;INC002000006594;2.09917;1;1;2;4;9
2020-03-02;INC002000006595;7.68235;129;2;2;4;9
2020-03-02;INC002000006596;8.67966;80;1;2;2;9
2020-03-02;INC002000006597;7.67715;146;1;2;4;9
2020-03-02;INC002000006598;16.6766;151;2;2;2;10
2020-03-02;INC002000006599;17.6686;72;2;2;2;9
2020-03-02;INC002000006600;7.66816;25;2;2;4;10
2020-03-02;INC002000006601;21.6665;47;1;2;2;9
2020-03-02;INC002000006602;9.66571;175;1;2;2;9
2020-03-02;INC002000006603;28.7073;47;1;2;2;10
2020-03-02;INC002000006604;8.66493;146;1;2;4;9
2020-03-02;INC002000006606;15.6542;101;2;2;4;10
2020-03-02;INC002000006608;7.64649;15;1;2;4;9
2020-03-02;INC002000006609;15.6464;25;1;2;2;10
2020-03-02;INC002000006610;24.6426;172;1;1;4;11
2020-03-02;INC002000006611;9.64022;68;2;2;4;10
2020-03-02;INC002000006612;25.6366;157;1;2;4;10
2020-03-02;INC002000006613;8.6295;59;1;2;4;9
2020-03-02;INC002000006614;14.6177;129;1;2;4;10
2020-03-02;INC002000006615;7.61454;175;2;2;4;9
2020-03-02;INC002000006616;247.612;59;1;2;1;10
2020-03-02;INC002000006617;14.6089;25;1;2;4;9
2020-03-02;INC002000006618;7.17712;47;2;1;4;9
2020-03-02;INC002000006619;25.6014;151;1;2;4;10
2020-03-02;INC002000006620;9.59792;39;1;2;1;10
2020-03-02;INC002000006621;80.6362;80;2;2;4;10
2020-03-02;INC002000006622;11.5933;142;2;2;2;9
2020-03-02;INC002000006623;15.5928;154;1;2;4;9
2020-03-02;INC002000006624;10.5915;84;1;2;4;10
2020-03-02;INC002000006625;9.589;47;1;2;1;10
2020-03-02;INC002000006626;10.5882;157;1;2;1;9
2020-03-02;INC002000006627;15.5873;172;1;2;4;10
2020-03-02;INC002000006628;8.58679;59;1;2;2;9
2020-03-02;INC002000006629;7.58591;175;1;2;1;10
2020-03-02;INC002000006630;25.585;66;1;2;2;10
2020-03-02;INC002000006631;14.5824;129;1;2;1;10
2020-03-02;INC002000006632;7.58104;175;1;2;2;9
2020-03-02;INC002000006633;22.8585;72;1;1;1;11
2020-03-02;INC002000006634;14.5803;154;1;2;2;10
2020-03-02;INC002000006635;8.57657;15;1;2;1;10
2020-03-02;INC002000006636;7.57581;25;2;2;4;9
2020-03-02;INC002000006637;8.56354;168;1;2;4;10
2020-03-02;INC002000006638;99.6033;47;1;2;4;10
2020-03-02;INC002000006639;7.55839;175;2;2;4;9
2020-03-02;INC002000006640;8.54696;146;1;2;4;9
2020-03-02;INC002000006641;18.5413;175;2;2;1;9
2020-03-02;INC002000006642;9.53789;129;2;2;4;10
2020-03-02;INC002000006643;7.5337;146;1;2;4;9
2020-03-02;INC002000006644;14.5309;60;1;2;4;10
2020-03-02;INC002000006645;8.53083;103;2;2;4;10
2020-03-02;INC002000006646;8.52997;146;1;2;4;10
2020-03-02;INC002000006647;16.5281;129;1;2;1;10
2020-03-02;INC002000006648;8.52525;146;1;2;2;9
2020-03-02;INC002000006649;8.51412;108;1;2;4;9
2020-03-02;INC002000006650;15.5112;175;2;2;1;9
2020-03-02;INC002000006652;8.51014;33;1;2;4;9
2020-03-02;INC002000006655;25.4995;17;1;2;1;10
2020-03-02;INC002000006656;37.5396;39;1;2;4;10
2020-03-02;INC002000006657;8.49349;47;1;2;4;10
2020-03-02;INC002000006658;18.4814;15;2;2;4;10
2020-03-02;INC002000006659;8.48116;146;1;2;4;9
2020-03-02;INC002000006660;11.4809;63;1;2;4;10
2020-03-02;INC002000006661;18.48;129;2;2;4;10
2020-03-02;INC002000006662;7.47969;146;1;2;4;9
2020-03-02;INC002000006663;8.47883;47;1;2;4;10
2020-03-02;INC002000006664;15.4667;175;2;2;4;9
2020-03-02;INC002000006665;14.4618;53;1;2;1;10
2020-03-02;INC002000006666;28.5033;129;1;2;4;10
2020-03-02;INC002000006668;15.4581;15;1;2;1;10
2020-03-02;INC002000006669;14.4543;47;1;2;1;10
2020-03-02;INC002000006670;7.44913;129;1;2;4;9
2020-03-02;INC002000006671;23.4462;157;2;2;1;9
2020-03-02;INC002000006672;8.44475;63;1;2;4;10
2020-03-02;INC002000006673;23.4429;15;2;2;1;10
2020-03-02;INC002000006674;77.4831;47;2;2;4;10
2020-03-02;INC002000006675;8.4383;129;1;2;4;9
2020-03-02;INC002000006676;45.9177;162;2;2;4;10
2020-03-02;INC002000006677;14.4253;175;1;2;4;10
2020-03-02;INC002000006678;15.4245;175;1;2;2;9
2020-03-02;INC002000006679;15.424;47;2;2;4;10
2020-03-02;INC002000006680;10.9059;15;2;1;4;11
2020-03-02;INC002000006681;74.4546;15;2;1;4;11
2020-03-02;INC002000006682;9.41169;25;2;2;1;9
2020-03-02;INC002000006683;8.41125;129;1;2;4;9
2020-03-02;INC002000006684;7.04846;47;2;1;1;9
2020-03-02;INC002000006686;8.3926;25;2;2;1;9
2020-03-02;INC002000006687;7.38262;25;2;2;4;9
2020-03-02;INC002000006688;50.4211;129;1;2;1;10
2020-03-02;INC002000006689;9.36192;39;2;2;4;10
2020-03-02;INC002000006690;22.3584;72;1;2;4;10
2020-03-02;INC002000006691;8.35799;175;2;2;4;9
2020-03-02;INC002000006693;8.34862;5;1;2;1;10
2020-03-02;INC002000006694;14.345;47;1;2;1;10
2020-03-02;INC002000006695;17.3445;129;1;2;4;10
2020-03-02;INC002000006696;8.33405;129;2;2;1;10
2020-03-02;INC002000006697;8.31906;25;1;2;4;10
2020-03-02;INC002000006698;15.3132;115;1;2;4;10
2020-03-02;INC002000006699;8.30858;14;1;2;4;9
2020-03-02;INC002000006700;8.28752;47;2;2;1;10
2020-03-02;INC002000006701;7.61966;175;2;2;2;10
2020-03-02;INC002000006702;31.6473;72;1;2;4;10
2020-03-02;INC002000006703;11.6006;168;1;2;4;9
2020-03-02;INC002000006705;10.5759;18;2;2;4;9
2020-03-02;INC002000006706;14.5324;129;1;2;4;10
2020-03-02;INC002000006707;14.532;47;1;2;4;10
2020-03-02;INC002000006708;7.53146;157;1;2;4;9
2020-03-02;INC002000006709;15.5059;162;1;2;4;9
2020-03-02;INC002000006710;8.50508;129;2;2;4;10
2020-03-02;INC002000006711;10.5011;25;1;2;4;10
2020-03-02;INC002000006712;7.47483;103;2;2;4;10
2020-03-02;INC002000006713;24.4677;63;1;2;4;10
2020-03-02;INC002000006714;9.46211;29;1;2;1;10
2020-03-02;INC002000006715;7.46131;175;1;2;4;9
2020-03-02;INC002000006716;8.4489;68;1;2;4;9
2020-03-02;INC002000006717;14.4475;80;1;2;1;10
2020-03-02;INC002000006718;8.44466;129;2;2;4;10
2020-03-02;INC002000006719;15.4411;115;1;2;1;10
2020-03-02;INC002000006720;18.4109;39;2;2;4;10
2020-03-02;INC002000006721;14.4049;47;2;2;4;10
2020-03-02;INC002000006723;16.3918;129;2;2;4;10
2020-03-02;INC002000006724;7.38704;175;2;2;4;9
2020-03-02;INC002000006727;51.3745;47;2;2;4;10
2020-03-02;INC002000006728;30.3181;29;1;2;2;10
2020-03-02;INC002000006729;39.2921;63;1;2;1;10
2020-03-02;INC002000006730;9.19861;162;1;2;2;10
2020-03-03;INC002000006731;8.75836;175;2;2;2;10
2020-03-03;INC002000006732;49.7809;129;1;2;4;10
2020-03-03;INC002000006733;7.7277;151;2;2;1;9
2020-03-03;INC002000006734;9.69513;25;1;2;4;10
2020-03-03;INC002000006735;7.68944;47;1;2;4;9
2020-03-03;INC002000006736;8.687;129;1;2;4;9
2020-03-03;INC002000006737;9.68552;29;1;2;2;9
2020-03-03;INC002000006738;7.67142;15;1;1;1;11
2020-03-03;INC002000006740;8.66802;129;1;2;4;9
2020-03-03;INC002000006741;8.66508;47;2;2;4;9
2020-03-03;INC002000006742;11.6642;146;1;2;4;9
2020-03-03;INC002000006744;23.6534;129;1;2;4;10
2020-03-03;INC002000006745;14.649;129;1;2;4;10
2020-03-03;INC002000006746;7.63226;175;2;2;2;9
2020-03-03;INC002000006747;7.6302;108;2;2;4;9
2020-03-03;INC002000006748;23.6294;80;2;2;1;10
2020-03-03;INC002000006749;49.668;157;1;2;1;10
2020-03-03;INC002000006750;7.62569;175;1;2;4;9
2020-03-03;INC002000006751;7.62391;14;1;2;4;9
2020-03-03;INC002000006752;2.13772;162;2;2;4;9
2020-03-03;INC002000006753;9.60491;53;1;2;2;9
2020-03-03;INC002000006754;13.5535;108;2;2;2;9
2020-03-03;INC002000006755;7.53034;110;2;2;1;9
2020-03-03;INC002000006756;49.5441;47;2;2;1;10
2020-03-03;INC002000006757;14.4899;25;1;2;4;10
2020-03-03;INC002000006758;10.4893;172;1;2;4;10
2020-03-03;INC002000006759;10.4767;175;2;2;4;10
2020-03-03;INC002000006760;23.4691;68;1;2;4;10
2020-03-03;INC002000006761;24.4608;47;1;2;1;10
2020-03-03;INC002000006762;8.45872;109;2;2;4;10
2020-03-03;INC002000006763;8.42979;157;1;2;1;9
2020-03-03;INC002000006764;7.42757;39;2;2;2;9
2020-03-03;INC002000006765;13.425;129;1;2;4;10
2020-03-03;INC002000006766;14.4229;47;1;2;4;10
2020-03-03;INC002000006767;48.7581;168;1;2;4;10
2020-03-03;INC002000006768;7.4206;146;1;2;4;9
2020-03-03;INC002000006770;10.2495;47;1;2;1;10
2020-03-03;INC002000006771;7.24655;175;2;2;4;9
2020-03-03;INC002000006772;8.16432;146;2;2;1;10
2020-03-04;INC002000006773;30.1404;60;2;2;3;10
2020-03-04;INC002000006774;20.9425;175;1;2;2;10
2020-03-04;INC002000006775;9.79025;175;2;2;2;10
2020-03-04;INC002000006776;12.7836;63;2;2;1;10
2020-03-04;INC002000006777;7.76418;14;1;2;4;9
2020-03-04;INC002000006778;27.7893;124;1;2;4;10
2020-03-04;INC002000006779;8.73821;63;2;2;4;10
2020-03-04;INC002000006780;7.73782;39;2;2;1;10
2020-03-04;INC002000006781;36.7767;68;1;2;1;10
2020-03-04;INC002000006782;9.72935;47;1;2;4;10
2020-03-04;INC002000006783;15.7136;129;1;2;4;9
2020-03-04;INC002000006784;12.7103;68;1;2;4;9
2020-03-04;INC002000006785;7.70703;175;2;2;2;10
2020-03-04;INC002000006786;12.706;15;1;2;1;10
2020-03-04;INC002000006787;16.7059;129;1;2;2;10
2020-03-04;INC002000006789;7.70075;25;2;2;4;9
2020-03-04;INC002000006790;27.7423;60;2;2;4;10
2020-03-04;INC002000006791;9.70041;47;1;1;4;11
2020-03-04;INC002000006792;7.69977;175;1;2;1;10
2020-03-04;INC002000006793;7.69817;29;1;2;4;9
2020-03-04;INC002000006794;7.69785;175;1;2;2;10
2020-03-04;INC002000006795;47.7361;129;1;2;1;10
2020-03-04;INC002000006796;78.735;146;2;2;4;10
2020-03-04;INC002000006797;14.6892;151;1;2;4;10
2020-03-04;INC002000006798;54.7239;172;1;1;1;11
2020-03-04;INC002000006799;15.6814;47;2;2;1;10
2020-03-04;INC002000006800;12.6796;47;2;2;4;10
2020-03-02;INC002000006801;14.2633;15;1;2;4;9
2020-03-02;INC002000006802;15.2471;175;2;2;2;9
2020-03-02;INC002000006803;10.2457;63;1;2;4;9
2020-03-02;INC002000006804;9.24013;63;1;2;4;9
2020-03-02;INC002000006805;50.2634;60;1;2;4;10
2020-03-02;INC002000006806;8.19029;129;2;2;4;10
2020-03-02;INC002000006807;8.15506;175;1;2;4;10
2020-03-03;INC002000006808;15.0112;27;1;2;4;10
2020-03-03;INC002000006809;13.785;25;1;2;4;10
2020-03-03;INC002000006810;13.7842;129;1;2;4;10
2020-03-03;INC002000006811;13.7815;129;1;2;4;10
2020-03-03;INC002000006812;13.7789;175;1;2;4;9
2020-03-03;INC002000006813;8.77348;170;1;2;1;10
2020-03-03;INC002000006814;28.8086;129;1;2;4;10
2020-03-03;INC002000006815;7.75931;14;1;2;4;9
2020-03-03;INC002000006816;13.755;129;1;2;4;10
2020-03-03;INC002000006817;8.75475;170;1;2;1;9
2020-03-03;INC002000006818;7.75148;154;1;2;1;9
2020-03-03;INC002000006819;13.7392;162;2;2;4;9
2020-03-03;INC002000006820;20.7322;162;1;2;4;10
2020-03-03;INC002000006821;8.73028;15;1;2;1;10
2020-03-03;INC002000006822;7.72479;14;1;2;4;9
2020-03-03;INC002000006823;7.72479;108;1;2;4;10
2020-03-03;INC002000006825;7.70014;129;1;2;4;10
2020-03-03;INC002000006826;8.69648;5;1;2;1;9
2020-03-03;INC002000006827;14.6945;172;1;2;1;10
2020-03-03;INC002000006828;7.69122;29;1;2;4;9
2020-03-03;INC002000006829;15.6889;164;1;2;4;10
2020-03-03;INC002000006830;7.68288;53;2;2;4;9
2020-03-03;INC002000006831;9.6826;5;2;2;1;9
2020-03-03;INC002000006832;7.6812;175;2;2;4;10
2020-03-03;INC002000006833;8.67828;16;1;2;4;10
2020-03-03;INC002000006834;10.678;68;1;2;4;9
2020-03-03;INC002000006835;9.67575;129;1;2;1;9
2020-03-03;INC002000006836;10.6734;68;1;2;4;10
2020-03-03;INC002000006837;9.67233;43;1;2;4;10
2020-03-03;INC002000006838;7.66972;77;2;2;2;10
2020-03-03;INC002000006839;7.66791;172;1;2;1;9
2020-03-03;INC002000006840;14.6583;129;1;2;1;10
2020-03-03;INC002000006841;7.65212;146;1;2;4;9
2020-03-03;INC002000006842;7.65191;175;1;2;1;9
2020-03-03;INC002000006844;9.65;1;1;2;1;9
2020-03-03;INC002000006845;27.6874;29;1;2;2;10
2020-03-03;INC002000006846;17.642;68;1;2;4;10
2020-03-03;INC002000006847;8.63762;68;2;2;4;9
2020-03-03;INC002000006848;7.63634;175;1;2;4;9
2020-03-03;INC002000006849;7.63494;68;1;2;4;9
2020-03-03;INC002000006850;14.6333;129;1;2;4;9
2020-03-03;INC002000006851;20.6313;47;2;2;4;10
2020-03-03;INC002000006852;9.62804;175;1;2;1;9
2020-03-03;INC002000006853;14.6274;29;1;2;4;10
2020-03-03;INC002000006854;13.626;29;1;2;1;10
2020-03-03;INC002000006856;8.61942;29;1;2;1;10
2020-03-03;INC002000006857;0.942315;146;1;2;4;9
2020-03-03;INC002000006858;9.61552;44;1;2;4;10
2020-03-03;INC002000006859;9.60845;129;2;2;1;10
2020-03-03;INC002000006860;7.60802;53;1;2;2;9
2020-03-03;INC002000006861;8.604;146;1;2;4;9
2020-03-03;INC002000006862;13.6015;59;1;2;4;9
2020-03-03;INC002000006863;7.59986;129;1;2;4;9
2020-03-03;INC002000006864;8.59338;39;2;2;4;10
2020-03-03;INC002000006865;14.587;129;2;2;4;10
2020-03-03;INC002000006866;37.6267;129;1;2;1;10
2020-03-03;INC002000006867;49.624;129;1;2;4;10
2020-03-03;INC002000006868;49.6224;129;1;2;4;10
2020-03-03;INC002000006869;49.6211;129;1;2;4;10
2020-03-03;INC002000006870;49.6199;129;1;2;4;10
2020-03-03;INC002000006871;7.57775;16;1;2;4;9
2020-03-03;INC002000006872;13.5774;53;2;2;1;9
2020-03-03;INC002000006873;13.57;68;1;2;4;9
2020-03-03;INC002000006874;76.6054;47;2;2;4;10
2020-03-03;INC002000006875;10.5589;172;1;2;4;9
2020-03-03;INC002000006876;15.5583;25;1;2;4;10
2020-03-03;INC002000006877;0.111296;66;1;2;4;9
2020-03-03;INC002000006878;352.554;41;2;2;4;10
2020-03-03;INC002000006879;8.54703;146;1;2;4;9
2020-03-03;INC002000006880;14.5467;28;1;2;4;9
2020-03-03;INC002000006881;7.53324;159;2;2;4;10
2020-03-03;INC002000006884;7.52434;39;1;2;1;9
2020-03-03;INC002000006886;9.51395;129;1;2;1;10
2020-03-03;INC002000006887;7.49909;175;2;2;4;10
2020-03-03;INC002000006888;7.4898;53;1;2;1;9
2020-03-03;INC002000006889;0.0417361;66;1;2;4;9
2020-03-03;INC002000006890;10.4816;146;1;2;4;10
2020-03-03;INC002000006891;10.4781;115;2;2;1;10
2020-03-03;INC002000006892;10.4775;43;1;2;4;10
2020-03-03;INC002000006893;17.4744;68;2;2;4;10
2020-03-03;INC002000006894;15.4726;53;1;2;4;10
2020-03-03;INC002000006895;13.4724;109;2;2;1;9
2020-03-03;INC002000006896;9.47219;129;2;1;1;11
2020-03-03;INC002000006897;10.4693;43;1;2;4;10
2020-03-03;INC002000006898;16.4644;29;1;2;4;9
